2017-04-30 11:53:22.494872,outside temp cold,15.88
2017-04-30 11:53:23.334028,inside temp #1,18.875
2017-04-30 11:53:26.388826,outside temp cold,15.88
2017-04-30 11:53:27.249457,inside temp #1,18.875
2017-04-30 11:53:30.305577,outside temp cold,15.88
2017-04-30 11:53:31.171035,inside temp #1,18.875
2017-04-30 11:53:34.227582,outside temp cold,15.88
2017-04-30 11:53:35.089468,inside temp #1,18.875
2017-04-30 11:53:38.144664,outside temp cold,15.88
2017-04-30 11:53:38.999304,inside temp #1,18.875
2017-04-30 11:53:42.055444,outside temp cold,15.88
2017-04-30 11:53:42.919873,inside temp #1,18.875
2017-04-30 11:53:45.979412,outside temp cold,15.88
2017-04-30 11:53:46.842465,inside temp #1,18.875
2017-04-30 11:53:49.898629,outside temp cold,15.88
2017-04-30 11:53:50.759565,inside temp #1,18.875
2017-04-30 11:53:53.815545,outside temp cold,15.88
2017-04-30 11:53:54.680013,inside temp #1,18.875
2017-04-30 11:53:57.736741,outside temp cold,15.88
2017-04-30 11:53:58.598766,inside temp #1,18.875
2017-04-30 11:54:01.654728,outside temp cold,15.88
2017-04-30 11:54:02.508805,inside temp #1,18.875
2017-04-30 11:54:05.565683,outside temp cold,15.88
2017-04-30 11:54:06.429383,inside temp #1,18.875
2017-04-30 11:54:09.488676,outside temp cold,15.88
2017-04-30 11:54:10.350903,inside temp #1,18.875
2017-04-30 11:54:13.409341,outside temp cold,15.94
2017-04-30 11:54:14.270716,inside temp #1,18.875
2017-04-30 11:54:17.306239,outside temp cold,15.94
2017-04-30 11:54:18.155270,inside temp #1,18.875
2017-04-30 11:54:21.213392,outside temp cold,15.94
2017-04-30 11:54:22.069502,inside temp #1,18.875
2017-04-30 11:54:25.126827,outside temp cold,15.94
2017-04-30 11:54:25.989584,inside temp #1,18.875
2017-04-30 11:54:29.045500,outside temp cold,15.94
2017-04-30 11:54:29.909479,inside temp #1,18.875
2017-04-30 11:54:32.965439,outside temp cold,15.88
2017-04-30 11:54:33.829721,inside temp #1,18.875
2017-04-30 11:54:36.886336,outside temp cold,15.94
2017-04-30 11:54:37.749716,inside temp #1,18.875
2017-04-30 11:54:40.805835,outside temp cold,15.88
2017-04-30 11:54:41.669500,inside temp #1,18.875
2017-04-30 11:54:44.726474,outside temp cold,15.94
2017-04-30 11:54:45.590729,inside temp #1,18.812
2017-04-30 11:54:48.646190,outside temp cold,15.94
2017-04-30 11:54:49.510127,inside temp #1,18.875
2017-04-30 11:54:52.565475,outside temp cold,15.94
2017-04-30 11:54:53.430057,inside temp #1,18.875
2017-04-30 11:54:56.485478,outside temp cold,15.88
2017-04-30 11:54:57.351055,inside temp #1,18.875
2017-04-30 11:55:00.406383,outside temp cold,15.88
2017-04-30 11:55:01.269459,inside temp #1,18.875
2017-04-30 11:55:04.326631,outside temp cold,15.94
2017-04-30 11:55:05.189525,inside temp #1,18.875
2017-04-30 11:55:08.246190,outside temp cold,15.94
2017-04-30 11:55:09.109531,inside temp #1,18.875
2017-04-30 11:55:12.165464,outside temp cold,15.94
2017-04-30 11:55:13.029641,inside temp #1,18.875
2017-04-30 11:55:16.631989,outside temp cold,15.94
2017-04-30 11:55:17.488541,inside temp #1,18.812
